estu_genero,estu_depto_reside,fami_estratovivienda,punt_lectura_critica,punt_matematicas,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles,punt_global
M,BOGOTA,Estrato 3,74,68,73,68,81,358
M,ATLANTICO,Estrato 4,100,86,77,80,100,434
F,VALLE,Estrato 3,53,47,48,51,59,252
F,BOGOTA,Estrato 4,62,71,67,70,95,348
M,VALLE,Estrato 5,80,78,82,76,94,401
F,MAGDALENA,Estrato 6,67,77,65,70,88,356
F,BOGOTA,Estrato 4,67,77,73,67,74,356
F,VALLE,Estrato 6,65,72,60,58,75,323
F,BOGOTA,Estrato 4,60,56,59,63,68,301
F,VALLE,Estrato 3,54,68,58,46,57,283
F,CAUCA,Estrato 2,49,47,58,48,51,253
F,BOGOTA,Estrato 5,80,84,100,83,97,438
M,VALLE,Estrato 3,71,56,69,70,59,330
M,VALLE,Estrato 3,62,46,64,63,77,301
F,VALLE,Estrato 3,69,68,52,52,76,307
M,VALLE,Estrato 5,65,73,62,67,62,332
F,VALLE,Estrato 5,62,62,61,65,79,319
F,CAUCA,Estrato 1,65,70,63,78,67,344
F,VALLE,Estrato 3,59,50,59,58,55,282
M,VALLE,Estrato 2,68,72,73,61,64,341
M,BOGOTA,Estrato 4,53,55,63,46,81,282
M,VALLE,Estrato 2,47,30,33,29,34,173
F,VALLE,Estrato 3,68,70,64,56,56,319
F,ATLANTICO,Estrato 4,64,64,70,66,75,333
M,ANTIOQUIA,Estrato 5,59,76,69,63,75,337
M,BOGOTA,Estrato 5,79,84,84,73,95,406
F,CUNDINAMARCA,Estrato 5,60,72,73,63,78,339
M,VALLE,Estrato 6,74,78,100,76,88,412
F,BOGOTA,Estrato 6,63,65,62,61,99,328
M,VALLE,Estrato 3,58,60,60,59,58,296
F,VALLE,Estrato 1,66,68,56,63,68,318
M,VALLE,Estrato 4,53,53,69,64,74,304
M,VALLE,Estrato 2,71,100,73,73,84,398
M,VALLE,Estrato 3,63,59,62,57,59,301
M,VALLE,-,58,60,64,80,85,335
F,VALLE,-,55,40,52,53,25,240
F,VALLE,Estrato 6,74,79,82,73,86,388
M,VALLE,-,47,47,50,45,45,235
F,BOGOTA,Estrato 4,65,60,64,60,93,323
F,VALLE,Estrato 5,61,63,67,68,84,331
M,VALLE,Estrato 2,56,53,62,62,33,282
M,VALLE,Estrato 5,59,59,62,61,50,297
M,VALLE,Estrato 3,68,56,53,53,53,286
M,RISARALDA,Estrato 5,59,59,58,60,66,298
F,BOGOTA,Estrato 5,57,57,59,61,73,298
M,RISARALDA,Estrato 4,61,75,68,65,77,340
M,BOGOTA,Estrato 4,64,57,67,60,82,318
F,VALLE,Estrato 1,55,27,49,48,55,228
F,VALLE,Estrato 3,67,65,62,62,70,322
F,BOGOTA,Estrato 5,54,48,50,54,70,265
F,VALLE,Estrato 5,58,70,63,72,69,330
M,VALLE,Estrato 4,58,60,59,63,61,300
M,CAUCA,Estrato 3,65,50,58,56,56,286
F,VALLE,Estrato 5,52,60,60,57,63,288
M,ANTIOQUIA,Estrato 5,71,71,76,70,78,362
F,BOGOTA,Estrato 5,65,62,67,63,85,329
F,CUNDINAMARCA,Estrato 4,52,56,66,56,77,295
F,VALLE,Estrato 4,58,59,64,57,53,295
M,VALLE,Estrato 4,51,47,45,45,47,235
M,VALLE,Estrato 4,66,69,73,57,80,337
F,VALLE,Estrato 3,53,54,53,57,67,276
F,MAGDALENA,Estrato 2,59,57,58,62,74,301
M,NARIÑO,Estrato 2,53,59,56,53,45,272
F,VALLE,Estrato 4,52,43,45,52,28,232
F,BOGOTA,Estrato 4,67,63,63,67,88,334
M,VALLE,Estrato 3,61,63,58,63,56,304
M,VALLE,Estrato 4,67,73,67,76,80,357
M,VALLE,Estrato 4,63,75,72,72,68,352
F,VALLE,Estrato 3,52,53,57,55,55,272
M,BOGOTA,Estrato 5,80,89,82,79,100,419
F,VALLE,Estrato 2,35,38,40,29,36,178
M,BOGOTA,Estrato 4,68,72,63,73,67,344
F,VALLE,Estrato 5,60,67,61,54,74,308
F,VALLE,Estrato 1,45,35,39,39,41,198
M,ATLANTICO,Estrato 6,71,68,71,81,87,369
M,BOGOTA,Estrato 6,65,68,72,74,95,358
M,VALLE,-,53,37,31,48,77,225
F,VALLE,Estrato 2,61,68,67,61,78,327
F,VALLE,Estrato 6,69,60,60,64,84,324
M,ANTIOQUIA,Estrato 5,67,67,72,62,92,345
M,BOGOTA,Estrato 6,65,68,76,69,77,350
M,BOGOTA,Estrato 6,61,66,66,72,72,333
M,VALLE,Estrato 2,63,60,69,70,58,325
M,VALLE,Estrato 2,55,54,55,60,27,269
M,CAUCA,Estrato 5,51,48,48,53,45,248
F,VALLE,Estrato 2,51,56,55,49,45,261
M,BOGOTA,Sin Estrato,74,71,67,68,80,354
M,SANTANDER,Estrato 6,62,56,58,62,77,304
M,BOGOTA,Estrato 6,78,82,64,82,100,392
M,VALLE,Estrato 3,41,44,42,39,50,211
F,BOGOTA,Estrato 3,69,70,69,75,83,358
F,VALLE,Estrato 3,47,44,41,42,41,217
F,VALLE,Estrato 5,70,65,71,72,66,346
F,VALLE,Estrato 4,66,64,68,78,75,347
M,VALLE,Estrato 2,56,58,56,57,58,284
M,BOGOTA,Estrato 4,74,76,72,77,88,379
F,BOGOTA,Estrato 6,66,70,77,86,88,379
M,VALLE,Estrato 4,64,59,60,66,49,306
M,ANTIOQUIA,Estrato 4,64,64,70,68,87,340
M,VALLE,Estrato 3,50,54,50,41,45,242
M,VALLE,Estrato 3,55,45,52,50,50,252
F,BOGOTA,Estrato 5,65,76,64,70,83,349
M,VALLE,Estrato 1,53,49,52,56,58,265
F,VALLE,Estrato 3,66,70,63,66,57,328
F,CALDAS,Estrato 6,63,60,62,61,56,305
M,NARIÑO,Estrato 3,75,69,69,72,73,357
M,VALLE,Estrato 2,69,72,63,70,69,343
F,BOGOTA,Estrato 6,69,66,63,74,77,343
F,CUNDINAMARCA,Estrato 2,67,62,51,54,76,299
F,VALLE,Estrato 5,49,39,48,45,59,232
F,BOGOTA,Estrato 5,73,68,65,71,100,358
M,CESAR,Estrato 6,75,73,84,100,79,413
F,QUINDIO,Estrato 6,69,81,74,59,70,353
F,VALLE,Estrato 6,58,55,53,53,62,277
F,VALLE,Estrato 5,51,53,49,55,74,268
F,BOGOTA,Estrato 6,60,57,58,53,74,292
F,BOGOTA,Estrato 4,57,53,63,58,72,294
M,VALLE,Estrato 1,60,58,66,61,68,309
M,ANTIOQUIA,Estrato 6,72,71,66,71,81,354
M,BOGOTA,Estrato 4,63,63,63,57,79,314
F,VALLE,Estrato 5,61,59,60,58,75,303
F,VALLE,Estrato 3,71,67,73,70,69,351
M,VALLE,Estrato 4,57,64,57,62,81,308
F,VALLE,Estrato 2,52,52,50,49,28,245
F,VALLE,Estrato 2,54,49,42,46,47,238
F,VALLE,Estrato 5,71,69,75,75,82,366
F,VALLE,Estrato 4,58,64,64,60,60,307
M,VALLE,Estrato 3,58,62,64,60,41,297
F,CUNDINAMARCA,Estrato 3,67,61,62,63,71,319
M,BOGOTA,Estrato 6,63,77,72,72,84,360
M,VALLE,Estrato 1,59,60,69,63,62,313
M,VALLE,Estrato 6,64,60,66,56,89,318
F,BOGOTA,Estrato 6,67,70,68,70,86,350
M,VALLE,Estrato 4,69,83,74,73,73,373
F,VALLE,Estrato 1,58,51,62,66,63,298
M,BOGOTA,Estrato 5,68,80,78,71,87,376
M,VALLE,Estrato 4,43,49,51,46,58,240
M,VALLE,Estrato 3,62,63,69,64,67,323
F,QUINDIO,Estrato 5,65,73,70,63,73,341
M,CAUCA,Estrato 3,60,69,77,68,73,344
F,VALLE,Estrato 3,65,71,64,66,68,333
M,VALLE,Estrato 4,78,70,74,70,84,369
F,VALLE,Estrato 2,68,68,68,62,64,332
F,BOGOTA,Estrato 5,64,76,73,63,85,351
M,VALLE,Estrato 6,44,58,57,49,63,264
M,CAUCA,Estrato 1,57,55,60,60,43,284
F,BOGOTA,Estrato 5,81,82,73,76,88,394
M,CALDAS,Estrato 6,54,60,59,55,62,287
F,BOGOTA,Estrato 4,75,73,69,69,90,365
F,VALLE,Estrato 3,75,77,70,78,65,371
M,CORDOBA,Estrato 6,59,57,65,57,76,304
M,VALLE,-,57,38,40,43,60,228
M,ATLANTICO,Estrato 6,74,80,73,78,84,384
M,ATLANTICO,Estrato 6,70,80,83,100,87,418
F,CAUCA,Estrato 5,64,68,53,63,49,305
M,VALLE,Estrato 5,69,63,63,66,73,329
M,SANTANDER,Estrato 5,67,71,76,65,82,353
M,VALLE,Estrato 4,68,63,67,66,63,329
F,CUNDINAMARCA,Estrato 6,75,67,71,79,96,374
F,VALLE,-,42,41,39,33,36,193
F,VALLE,Estrato 5,76,63,67,57,69,330
F,BOGOTA,Estrato 4,61,78,74,75,77,362
F,VALLE,Estrato 2,50,59,48,47,29,247
M,VALLE,Estrato 3,58,60,64,56,56,296
F,VALLE,Estrato 3,43,44,36,51,53,221
M,VALLE,Estrato 4,73,83,73,65,76,368
F,VALLE,Estrato 3,59,63,59,63,61,305
F,BOGOTA,Estrato 5,65,67,82,73,87,365
M,VALLE,-,74,68,68,76,91,365
F,CUNDINAMARCA,Estrato 6,62,65,65,62,85,326
F,VALLE,Estrato 4,45,45,52,42,46,230
F,ATLANTICO,Estrato 6,63,73,72,73,86,357
F,VALLE,-,42,43,50,39,49,220
M,VALLE,Estrato 2,43,52,37,39,45,215
M,BOGOTA,Estrato 6,61,68,70,63,75,331
M,VALLE,Estrato 3,79,73,82,72,75,382
F,MAGDALENA,Estrato 6,66,77,71,73,81,362
M,VALLE,Estrato 6,62,64,61,59,64,308
F,VALLE,Estrato 6,52,62,59,58,63,291
F,VALLE,Estrato 6,62,65,59,59,78,313
M,VALLE,Estrato 3,57,69,52,58,59,295
M,BOGOTA,Estrato 6,49,58,58,55,78,284
F,VALLE,Estrato 3,67,63,55,62,60,308
M,ANTIOQUIA,Estrato 6,57,74,76,64,98,350
M,VALLE,Estrato 3,54,55,60,58,59,285
F,VALLE,Estrato 3,55,44,55,46,53,251
F,VALLE,Estrato 6,64,53,62,66,72,310
F,BOGOTA,Estrato 4,65,70,62,64,79,332
M,VALLE,Estrato 3,55,56,54,46,46,261
F,BOGOTA,Estrato 4,71,74,77,68,90,369
F,CALDAS,Estrato 5,75,68,80,71,98,377
M,CALDAS,Estrato 6,61,68,68,67,76,334
F,ANTIOQUIA,Estrato 6,62,68,61,57,84,318
F,RISARALDA,Estrato 6,53,52,55,47,66,264
F,VALLE,Estrato 4,70,69,69,71,77,352
M,CAUCA,Estrato 3,57,50,60,50,45,268
M,ATLANTICO,Estrato 3,72,75,83,76,80,384
M,VALLE,Estrato 5,55,51,56,47,62,265
M,VALLE,Estrato 3,71,87,72,67,82,374
F,VALLE,Estrato 3,70,66,72,72,68,349
F,VALLE,Estrato 6,56,64,60,53,70,296
F,VALLE,Estrato 2,85,81,80,74,80,400
M,CAUCA,Estrato 5,56,62,55,45,50,271
F,VALLE,Estrato 4,59,63,58,61,57,300
M,VALLE,Estrato 5,69,74,67,56,86,340
M,VALLE,Estrato 4,53,59,54,42,59,263
M,VALLE,Estrato 4,71,65,67,75,74,349
F,VALLE,Estrato 4,53,52,57,61,64,282
M,SANTANDER,Estrato 4,76,75,78,78,87,388
F,VALLE,Estrato 4,41,40,53,55,61,242
F,BOGOTA,Estrato 6,64,63,68,66,91,336
F,MAGDALENA,Estrato 6,62,71,66,60,79,329
F,VALLE,Estrato 2,45,47,45,37,49,220
M,CUNDINAMARCA,Estrato 4,78,82,100,80,84,425
M,BOGOTA,Estrato 5,72,76,75,80,92,385
M,VALLE,Estrato 2,56,48,52,52,49,259
M,BOGOTA,Estrato 6,71,70,69,63,93,351
M,VALLE,Estrato 2,45,44,44,52,48,232
F,VALLE,Estrato 4,66,69,70,70,76,347
M,VALLE,Estrato 3,49,36,41,34,51,204
F,BOLIVAR,Estrato 6,53,70,65,56,70,308
M,VALLE,Estrato 3,60,53,57,48,55,273
F,BOGOTA,Estrato 4,60,59,61,60,70,304
F,VALLE,Estrato 4,61,57,58,54,45,283
M,VALLE,Estrato 5,66,64,70,58,85,330
F,BOGOTA,Estrato 5,73,83,75,68,87,378
M,CAUCA,Estrato 5,58,69,65,61,70,319
M,VALLE,Estrato 3,68,52,58,58,74,301
M,VALLE,Estrato 3,61,60,60,60,41,294
M,ATLANTICO,Estrato 6,66,55,57,68,74,312
F,VALLE,Estrato 4,64,61,60,60,76,312
M,VALLE,Estrato 3,54,40,35,32,42,202
M,VALLE,Estrato 3,62,73,68,67,65,337
M,VALLE,-,57,47,50,48,44,250
F,BOGOTA,Estrato 5,84,81,76,68,91,392
F,VALLE,Estrato 4,52,52,58,47,57,263
M,CALDAS,Estrato 6,58,54,65,64,67,304
M,QUINDIO,Estrato 4,57,65,69,71,81,333
M,VALLE,Estrato 5,64,60,53,63,79,307
F,VALLE,Estrato 3,56,60,51,56,48,276
F,VALLE,Estrato 2,59,61,62,60,60,302
M,VALLE,Estrato 6,64,55,55,60,81,301
F,ANTIOQUIA,Estrato 4,52,44,59,53,74,268
F,VALLE,Estrato 2,57,59,67,62,65,308
M,VALLE,Estrato 4,50,46,55,51,47,251
F,BOGOTA,Estrato 5,67,84,78,62,83,368
F,VALLE,Estrato 3,65,47,57,65,62,294
M,CAUCA,Estrato 4,66,73,66,60,82,337
M,BOGOTA,Estrato 6,67,74,70,63,93,352
M,ANTIOQUIA,Estrato 6,62,66,65,62,71,322
F,VALLE,Estrato 2,54,50,54,45,52,254
M,BOGOTA,Estrato 6,71,76,76,68,90,370
F,VALLE,Estrato 3,65,59,65,66,50,313
M,VALLE,Estrato 3,58,59,59,48,50,278
F,VALLE,Estrato 5,64,69,67,71,81,344
M,ANTIOQUIA,Estrato 4,64,65,65,60,76,322
M,BOGOTA,Estrato 6,73,77,76,68,80,370
F,BOGOTA,Estrato 5,67,58,65,62,80,322
M,BOGOTA,Estrato 6,68,81,78,72,100,383
M,BOGOTA,Estrato 5,60,59,63,63,74,311
F,VALLE,Estrato 3,71,66,61,64,56,324
M,CAUCA,Estrato 5,80,77,76,82,74,392
F,VALLE,Estrato 4,53,41,54,48,60,249
M,BOGOTA,Estrato 4,78,80,66,70,80,370
M,BOGOTA,Estrato 3,66,76,76,71,74,362
M,CAUCA,Estrato 4,59,51,65,64,59,298
F,CUNDINAMARCA,Estrato 5,69,78,71,78,84,374
M,VALLE,Estrato 3,65,61,64,62,50,310
F,VALLE,Estrato 3,67,68,69,62,82,338
M,BOGOTA,Estrato 3,62,76,71,67,91,353
M,BOGOTA,Estrato 5,65,63,60,72,92,335
M,RISARALDA,Estrato 6,71,73,100,79,80,403
F,VALLE,Sin Estrato,48,54,45,59,55,259
F,VALLE,Estrato 5,65,49,60,54,56,285
F,BOGOTA,Estrato 6,54,66,60,66,84,316
M,VALLE,Estrato 5,65,59,60,69,63,316
F,VALLE,Estrato 5,66,64,68,65,79,334
M,BOGOTA,Estrato 6,71,65,75,73,91,363
F,VALLE,Estrato 3,44,48,55,35,47,228
F,BOGOTA,Estrato 4,62,59,62,63,83,316
F,VALLE,Estrato 3,68,74,65,63,56,333
F,CAUCA,Estrato 1,62,60,56,57,58,293
M,VALLE,Estrato 4,54,60,56,55,60,283
M,BOGOTA,Estrato 4,72,86,70,72,85,379
M,VALLE,Estrato 3,44,24,41,48,41,197
M,BOGOTA,Estrato 6,66,67,66,71,70,338
M,BOGOTA,Estrato 4,61,80,61,70,88,348
F,VALLE,Estrato 2,73,54,68,70,57,328
M,RISARALDA,Estrato 5,63,52,61,61,85,306
M,VALLE,Estrato 5,51,46,53,47,67,253
M,VALLE,Estrato 4,69,71,76,60,72,346
F,VALLE,Estrato 3,62,60,63,61,66,309
F,CAUCA,Estrato 5,60,57,59,58,52,290
M,ATLANTICO,Estrato 6,65,66,64,70,78,336
F,VALLE,Estrato 4,81,81,83,79,76,403
F,BOGOTA,Estrato 3,62,60,68,65,74,323
M,VALLE,Estrato 3,65,73,68,62,82,341
M,VALLE,Estrato 3,63,72,67,70,55,335
F,VALLE,Estrato 4,61,63,60,61,66,308
M,BOGOTA,Estrato 5,52,82,72,81,89,365
F,BOGOTA,Estrato 6,72,75,73,75,85,373
F,ANTIOQUIA,Estrato 5,63,47,54,58,74,285
F,BOGOTA,Estrato 5,81,84,75,66,92,388
F,ANTIOQUIA,Estrato 4,56,58,33,60,70,266
F,BOGOTA,Estrato 6,77,77,77,77,88,389
F,VALLE,Estrato 4,49,40,52,45,63,239
M,VALLE,Estrato 3,58,58,57,53,63,285
F,VALLE,Estrato 5,66,46,61,61,76,299
M,VALLE,Estrato 3,68,82,75,78,64,374
F,BOGOTA,Estrato 5,77,68,73,65,98,364
M,BOGOTA,Estrato 5,74,84,74,77,96,393
F,VALLE,Estrato 1,60,67,57,60,59,304
M,VALLE,Estrato 3,51,58,57,55,39,270
F,BOGOTA,Estrato 6,65,68,63,71,83,340
F,VALLE,Estrato 3,65,64,61,52,65,304
F,VALLE,Estrato 3,74,77,78,71,100,385
F,VALLE,Estrato 3,61,65,64,69,53,319
M,CAUCA,Estrato 4,65,66,61,62,59,316
M,BOGOTA,Estrato 6,71,71,69,63,79,347
M,VALLE,Estrato 2,62,60,64,65,69,316
F,VALLE,Estrato 4,49,46,50,44,53,238
M,NARIÑO,Estrato 4,47,57,59,59,55,277
M,VALLE,Estrato 4,69,51,64,58,51,299
M,ANTIOQUIA,Estrato 5,55,58,55,57,62,283
M,VALLE,Estrato 4,53,43,55,53,63,260
M,VALLE,Estrato 2,56,58,37,49,28,242
M,BOGOTA,Estrato 4,68,66,61,67,79,333
M,VALLE,Estrato 5,56,52,64,66,53,295
M,BOGOTA,-,71,67,65,72,81,348
M,VALLE,Estrato 3,59,61,60,61,60,301
F,VALLE,Estrato 3,57,49,56,58,58,276
F,BOGOTA,Estrato 5,70,56,61,70,85,329
F,ANTIOQUIA,Estrato 6,64,66,65,64,78,329
M,ANTIOQUIA,Estrato 6,70,85,76,74,84,384
F,BOGOTA,Estrato 5,69,59,61,67,75,324
F,CORDOBA,Estrato 5,56,56,66,65,74,309
M,ATLANTICO,Estrato 4,51,40,49,49,49,237
M,BOGOTA,Estrato 5,76,76,70,75,82,374
F,VALLE,Estrato 2,61,49,47,53,50,262
F,VALLE,Estrato 2,63,58,64,57,62,303
F,VALLE,Estrato 4,49,52,48,35,57,234
M,BOGOTA,Estrato 6,63,65,68,64,82,332
M,RISARALDA,Estrato 5,62,66,76,69,87,348
M,CAUCA,Estrato 3,60,63,57,61,69,305
F,BOGOTA,Estrato 5,70,59,61,61,75,318
F,VALLE,Estrato 2,66,62,68,65,58,323
M,ANTIOQUIA,Estrato 1,36,36,36,48,22,188
F,ATLANTICO,Estrato 6,65,67,61,54,78,315
F,VALLE,Estrato 5,60,67,69,67,94,340
M,CUNDINAMARCA,Estrato 3,60,76,76,69,82,356
M,ATLANTICO,Estrato 5,57,66,53,50,80,292
F,BOGOTA,Estrato 2,69,73,67,70,74,350
F,VALLE,Estrato 2,61,65,52,58,53,293
M,ATLANTICO,Estrato 6,65,64,73,82,88,362
F,VALLE,Estrato 6,66,72,65,78,74,353
M,VALLE,Estrato 3,51,37,49,48,51,233
F,VALLE,Estrato 3,59,62,64,66,65,315
F,ATLANTICO,Estrato 4,57,50,51,59,73,278
M,ATLANTICO,Estrato 6,68,79,79,75,83,379
F,BOGOTA,Estrato 4,64,51,61,55,74,295
F,BOGOTA,Estrato 5,56,63,59,63,69,305
F,VALLE,Estrato 3,68,68,70,83,82,365
F,BOGOTA,Estrato 3,58,51,57,53,55,274
F,VALLE,Estrato 5,82,78,73,71,95,387
M,VALLE,Estrato 3,54,55,58,51,69,278
M,VALLE,Estrato 6,68,70,69,63,77,341
F,VALLE,Estrato 4,58,63,66,57,61,305
M,VALLE,Estrato 3,65,52,63,59,75,305
M,VALLE,Estrato 4,59,55,53,52,48,271
F,SANTANDER,Estrato 5,68,57,57,51,76,298
F,VALLE,Estrato 2,56,47,49,50,52,253
F,ATLANTICO,Estrato 4,68,63,62,65,91,333
M,BOGOTA,Estrato 6,60,73,66,64,90,338
F,BOGOTA,Estrato 6,60,65,66,65,77,325
F,NARIÑO,Estrato 4,55,46,56,42,55,251
F,BOLIVAR,Estrato 6,68,77,100,76,100,409
F,BOGOTA,Estrato 6,59,60,61,54,88,304
M,VALLE,Estrato 6,59,58,59,59,77,301
F,VALLE,Estrato 4,67,64,67,62,72,328
M,ANTIOQUIA,Estrato 6,75,77,83,80,93,399
M,VALLE,Estrato 1,47,40,47,42,53,223
F,BOGOTA,Estrato 5,66,69,65,66,78,337
F,ATLANTICO,Estrato 5,54,50,45,53,70,260
M,BOGOTA,Estrato 4,74,72,76,69,78,366
F,ANTIOQUIA,Estrato 3,52,54,46,52,64,260
F,BOGOTA,Estrato 6,73,71,70,80,84,372
M,BOLIVAR,Estrato 6,64,69,68,65,83,339
F,VALLE,Estrato 3,70,69,68,65,82,345
M,VALLE,Estrato 3,67,64,69,100,63,370
M,VALLE,Estrato 6,69,74,72,78,83,370
M,MAGDALENA,Estrato 6,64,66,64,75,80,341
M,VALLE,Estrato 5,52,44,46,53,24,234
F,ATLANTICO,Estrato 5,65,62,70,70,91,343
F,ATLANTICO,Estrato 6,54,52,55,59,82,285
M,NARIÑO,Estrato 5,65,70,69,60,74,333
M,BOGOTA,Estrato 5,59,61,55,69,92,317
M,VALLE,Estrato 2,54,45,51,51,51,252
M,VALLE,Estrato 3,57,49,54,52,46,262
F,VALLE,Estrato 4,57,56,54,57,62,282
M,QUINDIO,Estrato 6,66,80,70,62,100,359
F,VALLE,Estrato 3,65,62,68,60,71,322
M,VALLE,Estrato 4,62,78,65,48,52,312
F,VALLE,Estrato 6,69,68,84,64,79,359
F,ATLANTICO,Estrato 4,64,55,61,59,75,305
M,BOLIVAR,Estrato 6,52,56,44,44,93,262
M,VALLE,Estrato 5,60,49,56,57,61,280
F,VALLE,Estrato 3,57,48,41,51,60,250
F,VALLE,Estrato 1,71,74,69,71,76,358
F,NARIÑO,Estrato 2,64,67,66,64,62,325
F,VALLE,Estrato 4,62,57,66,64,73,315
M,VALLE,Estrato 4,51,61,59,57,53,283
F,BOGOTA,Estrato 5,72,62,62,70,81,338
F,VALLE,Estrato 1,65,56,64,76,56,323
M,VALLE,Sin Estrato,52,37,62,51,55,254
M,VALLE,Estrato 2,66,54,58,57,37,285
M,BOGOTA,Estrato 6,65,76,64,63,100,348
M,VALLE,Estrato 4,71,65,64,72,68,340
M,BOGOTA,Estrato 4,74,75,72,72,100,377
F,VALLE,Estrato 4,80,63,64,62,76,340
F,VALLE,Estrato 6,59,50,55,54,56,273
M,VALLE,Estrato 5,63,67,64,78,71,341
M,ATLANTICO,Estrato 4,59,64,61,53,73,302
F,VALLE,Estrato 5,79,61,65,68,79,345
M,VALLE,Estrato 3,62,64,64,56,50,303
M,BOGOTA,Estrato 6,84,70,74,73,90,382
F,VALLE,Estrato 5,65,59,62,77,74,332
F,BOGOTA,Estrato 5,57,64,77,60,81,329
F,BOGOTA,Estrato 6,100,77,71,100,87,435
F,BOLIVAR,Estrato 6,59,76,68,64,85,341
F,VALLE,Estrato 3,51,56,58,55,59,277
F,CALDAS,Estrato 6,74,64,73,79,80,365
F,BOGOTA,Estrato 5,60,66,63,63,83,323
F,ANTIOQUIA,Estrato 6,68,72,65,68,91,350
F,NARIÑO,Estrato 4,51,54,60,60,57,282
F,ANTIOQUIA,Estrato 6,54,60,61,61,92,308
M,BOGOTA,Estrato 6,76,76,79,82,84,393
F,VALLE,Estrato 4,66,75,70,62,83,347
F,BOGOTA,Estrato 6,73,76,72,61,81,357
F,VALLE,Estrato 2,70,78,72,68,82,364
M,VALLE,Estrato 3,69,66,68,64,78,338
M,BOGOTA,Estrato 5,64,86,62,75,81,362
M,VALLE,Estrato 5,71,67,59,61,69,324
M,ATLANTICO,Estrato 4,77,84,100,81,78,425
F,QUINDIO,Estrato 5,64,62,51,66,83,312
F,VALLE,Estrato 3,62,51,52,44,62,265
F,BOGOTA,Estrato 5,64,81,77,67,100,372
F,VALLE,Estrato 2,58,54,57,59,45,280
F,BOGOTA,Estrato 6,75,79,74,77,100,390
F,VALLE,Estrato 5,64,53,59,60,69,299
F,BOGOTA,Estrato 5,71,68,64,68,89,347
F,ANTIOQUIA,Estrato 6,47,44,44,52,72,243
M,VALLE,Estrato 4,41,37,29,49,55,201
F,BOGOTA,Estrato 5,73,72,66,64,86,350
M,VALLE,Estrato 4,53,58,58,60,61,288
M,BOGOTA,Estrato 4,70,65,71,73,85,355
F,VALLE,Estrato 2,49,55,49,52,26,247
F,VALLE,Estrato 4,44,52,54,48,50,248
M,BOGOTA,Estrato 4,53,54,49,42,69,255
M,VALLE,Estrato 4,43,39,50,36,49,213
M,BOGOTA,Estrato 6,70,69,78,75,83,369
M,LA GUAJIRA,-,55,74,66,60,55,315
F,CALDAS,Estrato 6,72,77,77,86,88,394
F,VALLE,Estrato 2,50,41,50,53,52,244
F,BOGOTA,-,64,65,66,71,76,336
M,VALLE,Estrato 5,64,81,81,68,73,367
M,VALLE,Estrato 4,52,47,51,43,25,232
M,BOGOTA,Estrato 6,74,76,76,81,81,385
M,VALLE,Estrato 3,48,45,49,43,43,230
M,VALLE,Estrato 3,58,67,63,45,64,293
F,BOGOTA,Estrato 4,68,70,71,69,90,355
F,VALLE,Estrato 5,63,62,61,69,65,319
M,BOGOTA,Estrato 6,71,69,60,73,80,346
F,VALLE,Estrato 3,73,57,60,67,48,315
F,BOGOTA,Estrato 6,56,60,61,59,76,302
M,ANTIOQUIA,Estrato 6,65,61,71,67,79,335
F,VALLE,-,51,59,50,48,63,264
F,VALLE,Estrato 3,76,79,73,79,100,393
M,VALLE,Estrato 3,67,63,62,63,42,310
M,CAUCA,Estrato 3,81,83,83,83,82,412
F,VALLE,Estrato 3,52,58,54,55,63,277
M,VALLE,Estrato 3,64,65,64,63,63,320
M,VALLE,Estrato 4,53,52,55,55,46,266
M,VALLE,Estrato 4,52,61,58,58,68,290
M,VALLE,Estrato 3,62,59,63,59,54,301
F,BOGOTA,Estrato 6,51,50,56,55,68,271
F,VALLE,Estrato 4,68,67,68,66,75,339
M,VALLE,Estrato 5,52,45,43,42,48,228
M,VALLE,Estrato 5,60,66,69,54,67,313
F,VALLE,Estrato 4,70,69,66,65,75,340
M,NARIÑO,Estrato 3,56,53,56,53,55,273
F,VALLE,Estrato 2,62,58,52,57,62,288
F,BOGOTA,Estrato 3,69,61,64,61,82,326
F,BOGOTA,Estrato 4,63,63,70,72,87,343
F,VALLE,Estrato 2,46,42,47,53,49,236
M,VALLE,Estrato 4,63,68,54,57,71,307
F,VALLE,Estrato 6,72,64,65,83,90,362
F,VALLE,Estrato 4,54,55,58,52,59,275
F,VALLE,Estrato 3,70,63,70,64,75,337
M,MAGDALENA,Estrato 6,44,55,45,51,82,257
M,CAUCA,Estrato 4,69,80,75,69,64,363
F,ANTIOQUIA,Estrato 6,61,71,60,43,90,306
M,BOGOTA,Estrato 4,69,100,74,78,97,408
F,VALLE,Estrato 2,66,74,66,60,83,339
F,VALLE,Estrato 6,68,61,60,63,77,320
F,BOGOTA,Estrato 5,58,62,62,62,81,313
F,VALLE,Estrato 3,59,52,58,61,65,290
M,VALLE,Estrato 2,52,57,58,52,55,274
F,CAUCA,Estrato 2,59,61,58,34,58,267
F,VALLE,Estrato 3,52,37,47,44,48,226
M,VALLE,Estrato 1,47,51,49,52,37,244
F,VALLE,Estrato 3,42,37,44,43,40,207
M,CAUCA,Estrato 3,59,62,62,71,84,325
F,BOGOTA,Estrato 5,68,60,66,67,77,331
F,VALLE,Estrato 5,69,45,61,57,55,289
F,BOGOTA,Estrato 6,58,53,58,51,68,280
